SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
KOREA,887,78,777,498,888,43,350,119,429,-1,876,62,13,110,117,429,895,-1,15,55,1,10,36,1,0,2,1,0,2,1,2,8,1,0,1,1,0,1,1
KOREA,887,104,147,29,53,895,200,516,119,-1,23,234,13,15,497,64,107,350,163,236,0,48,25,0,3,0,0,2,0,1,10,4,0,1,0,0,2,0,0
KOREA,8,234,777,15,350,39,55,235,200,429,517,76,58,523,32,30,119,-1,163,55,1,12,23,1,0,3,1,0,2,1,1,8,2,0,0,1,0,1,1
KOREA,39,78,245,221,22,163,350,-1,68,119,24,200,268,157,888,119,55,-1,76,-1,1,18,31,1,0,4,1,0,2,1,4,8,1,0,1,1,0,1,1
KOREA,112,91,711,81,555,-1,39,429,30,55,64,80,7,15,350,78,246,-1,163,68,1,17,18,1,1,1,1,0,2,1,3,3,2,0,0,2,0,0,1
KOREA,113,78,268,221,111,163,20,-1,429,350,39,48,112,15,22,24,895,91,105,119,0,34,24,1,3,1,0,1,1,1,8,4,0,1,0,0,2,0,0
KOREA,887,80,7,221,497,-1,234,-1,163,895,85,238,711,888,18,55,78,-1,119,-1,0,16,17,1,0,2,1,0,2,1,1,4,2,0,0,2,0,0,1
KOREA,68,104,777,350,15,105,119,236,268,163,517,62,84,221,888,234,895,-1,-1,76,1,18,30,1,0,2,0,1,1,0,2,3,1,0,1,2,0,0,1
KOREA,64,203,517,236,267,119,-1,78,105,429,113,76,234,221,117,895,91,-1,268,429,0,7,22,1,0,2,0,2,0,1,2,3,2,0,0,2,0,0,1
KOREA,516,62,268,15,517,887,555,895,76,429,234,78,105,119,235,429,7,163,24,895,1,25,41,1,1,3,0,2,0,1,6,8,0,1,0,0,1,1,1
KOREA,68,30,91,221,111,23,895,-1,119,163,69,120,84,15,223,777,58,119,429,163,0,42,23,1,1,1,1,1,1,0,5,3,0,1,0,0,1,0,0
KOREA,64,30,91,221,235,119,163,268,895,78,150,254,7,147,22,120,-1,429,236,119,1,14,35,1,0,2,1,0,2,1,0,10,2,0,0,1,0,1,1
KOREA,69,254,166,18,888,887,895,-1,7,78,120,86,268,429,22,517,246,163,777,234,1,7,18,1,0,2,0,2,0,0,3,2,2,0,0,2,0,0,1
KOREA,24,234,103,15,888,119,268,517,-1,107,266,64,127,202,12,429,895,163,80,39,1,28,18,1,2,2,0,2,0,0,5,2,2,0,0,0,1,0,0
KOREA,41,254,163,236,267,119,429,895,7,62,266,104,711,15,350,22,120,-1,80,68,0,31,7,0,1,0,1,1,1,1,2,1,2,0,0,2,0,0,0
KOREA,114,62,105,110,89,895,350,78,-1,7,58,120,268,15,12,517,234,55,119,163,0,30,35,1,1,2,0,1,1,0,5,9,1,0,1,1,0,2,1
KOREA,887,234,517,221,111,895,68,78,163,429,84,64,157,15,89,78,39,-1,895,7,1,33,20,0,4,0,1,1,1,1,8,3,0,2,0,0,1,0,0
KOREA,517,234,105,15,350,163,119,3,-1,7,268,421,711,221,12,76,429,-1,163,-1,0,34,24,1,0,3,0,2,0,1,5,7,0,1,0,0,1,1,1
KOREA,92,246,163,202,267,78,-1,91,58,429,24,421,711,119,888,-1,91,-1,350,76,1,15,28,1,0,3,0,2,0,0,2,9,1,0,1,1,0,2,1
KOREA,24,78,7,523,888,-1,-1,-1,119,55,887,246,711,429,80,119,-1,163,350,20,1,36,22,1,3,1,0,1,1,0,9,3,1,1,1,0,2,0,0
KOREA,875,32,517,29,350,163,-1,360,429,91,516,60,234,523,111,887,119,163,-1,-1,1,20,8,1,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0
KOREA,122,59,268,221,350,246,78,895,67,-1,164,107,3,15,497,78,429,48,62,163,1,14,35,1,0,3,0,1,1,0,3,9,1,0,1,1,0,1,1
KOREA,777,60,7,110,517,-1,-1,236,163,107,266,131,58,523,89,119,107,39,91,895,0,39,18,0,2,0,0,2,0,0,9,2,0,1,0,0,1,0,0
KOREA,887,64,166,15,111,78,267,429,-1,7,517,104,36,221,497,119,114,-1,68,895,0,33,10,0,2,0,0,2,0,0,10,2,0,1,0,0,2,0,0
KOREA,24,64,268,119,555,246,-1,-1,15,163,36,62,7,81,43,-1,350,-1,-1,102,0,19,11,1,1,1,0,2,0,0,8,2,0,1,0,0,1,0,0
KOREA,24,131,39,51,99,103,7,163,-1,429,78,91,517,236,267,119,429,41,246,64,1,8,31,1,0,2,1,0,2,1,1,5,2,0,0,2,0,0,1
KOREA,887,48,517,15,350,777,163,246,30,429,113,234,3,29,497,121,163,429,246,117,1,13,27,0,1,2,1,0,2,1,1,9,1,0,1,1,0,1,1
KOREA,85,888,777,76,429,246,119,-1,163,254,24,62,711,31,497,236,114,81,78,15,0,26,18,0,3,0,0,2,0,0,9,1,0,1,0,0,1,0,0
KOREA,19,78,163,202,432,238,41,76,429,55,68,234,517,110,888,119,887,246,80,55,0,13,4,0,1,0,0,1,0,0,2,1,2,0,0,2,0,0,0
KOREA,887,234,44,429,105,119,350,22,76,7,24,80,84,523,26,76,163,15,-1,246,0,19,33,1,0,2,0,1,1,1,2,8,1,0,1,1,0,1,1
KOREA,78,64,268,221,350,-1,895,68,-1,236,150,3,110,91,22,41,246,429,163,15,1,28,18,0,2,1,0,2,0,0,6,1,0,1,0,0,1,0,0
KOREA,133,2,3,15,12,163,54,107,8,91,131,150,517,157,79,429,78,163,238,895,0,17,6,0,2,0,0,1,0,0,2,0,2,0,0,2,0,0,0
KOREA,54,78,268,429,32,-1,887,119,246,517,41,107,105,110,888,517,68,119,350,7,0,31,40,1,2,2,0,1,0,1,2,11,1,0,1,1,0,3,1
KOREA,58,78,268,523,89,157,119,429,350,895,2,234,163,222,111,120,-1,119,429,895,0,36,23,1,3,3,0,1,1,0,8,3,1,1,1,0,2,0,0
KOREA,268,163,238,15,43,429,39,58,119,78,887,64,84,236,267,119,107,555,246,76,1,30,45,1,1,3,0,2,0,0,5,7,1,0,2,1,0,1,1
KOREA,887,107,84,15,711,68,-1,517,119,238,268,80,163,429,412,119,267,78,-1,421,1,16,33,1,0,2,1,1,1,1,3,6,1,0,1,2,0,0,1
KOREA,887,421,517,15,497,429,36,76,246,119,84,25,7,51,107,76,555,114,163,119,1,32,28,1,1,1,1,0,2,0,10,2,1,0,1,0,2,0,0
KOREA,58,48,268,360,888,-1,163,7,-1,517,516,64,103,523,497,119,-1,91,246,120,0,32,32,0,3,4,0,1,1,1,10,8,1,0,2,1,2,3,0
KOREA,150,80,268,360,555,-1,163,119,888,246,58,234,517,221,350,119,429,-1,-1,91,0,17,19,1,2,1,0,2,0,1,3,2,2,0,0,2,0,0,1
KOREA,887,78,105,15,117,7,429,236,234,-1,24,80,268,221,350,246,360,119,429,91,0,30,9,0,3,0,0,1,1,0,8,3,0,2,0,0,3,0,0
KOREA,41,120,268,221,350,-1,517,429,-1,119,84,254,163,15,555,236,91,523,68,58,0,42,28,0,3,1,1,0,2,1,10,3,1,1,1,0,2,0,0
KOREA,268,72,777,81,350,-1,221,267,62,163,555,120,84,15,887,517,429,119,41,234,0,24,12,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0
KOREA,79,59,105,221,555,68,119,350,120,7,150,48,81,497,103,888,76,-1,429,268,1,39,27,0,2,1,0,2,0,0,10,3,0,2,0,0,3,0,0
KOREA,154,254,105,157,267,555,517,15,7,68,113,80,711,119,888,555,238,887,9,421,0,51,41,1,1,4,0,1,0,0,8,3,0,1,0,0,1,0,0
KOREA,887,234,268,110,223,429,119,68,895,-1,517,238,163,523,497,895,-1,119,-1,888,0,17,9,1,1,1,0,2,0,0,6,1,2,0,0,2,0,0,0
KOREA,517,62,112,81,79,-1,350,-1,-1,-1,164,64,711,119,412,163,68,236,895,268,1,17,36,1,0,4,1,0,2,1,0,9,1,0,2,1,0,1,1
KOREA,154,421,163,15,497,91,119,107,68,-1,113,131,39,429,555,350,-1,267,64,888,0,20,45,1,0,3,0,1,1,1,1,9,1,0,1,1,0,1,1
KOREA,106,76,163,15,875,267,68,-1,111,350,23,64,7,119,555,78,68,429,236,350,1,10,25,2,0,0,1,0,2,1,0,3,2,0,0,2,0,0,1
KOREA,54,48,103,221,888,429,163,238,91,887,85,78,517,119,111,895,15,-1,131,68,0,25,11,1,1,1,1,1,1,1,9,3,2,0,0,0,2,0,0
KOREA,154,131,246,429,888,-1,887,119,268,-1,150,104,517,81,53,-1,268,15,421,-1,0,35,18,0,3,0,1,1,1,0,8,2,0,1,0,0,1,0,0
KOREA,887,62,777,81,432,68,76,163,246,111,268,234,166,523,555,-1,350,429,7,15,0,22,18,0,2,0,0,2,0,0,6,1,2,0,0,2,0,0,0
KOREA,887,78,163,29,888,-1,15,246,68,119,58,48,268,429,44,69,119,76,-1,41,1,24,10,0,1,0,1,1,1,0,5,3,0,1,0,2,0,0,0
KOREA,24,234,163,523,267,246,119,15,429,91,84,104,39,236,350,-1,-1,895,55,-1,1,7,22,2,0,0,1,0,1,1,0,4,2,0,0,2,0,0,1
KOREA,113,80,84,523,223,887,-1,119,-1,-1,114,429,30,157,888,68,895,163,119,76,0,11,30,1,0,2,1,0,1,1,0,6,2,0,0,2,0,0,1
KOREA,113,78,517,81,350,119,76,163,254,68,887,62,13,429,111,15,-1,-1,-1,-1,1,26,30,1,1,2,0,2,0,1,5,9,1,0,1,1,0,1,1
KOREA,141,43,13,22,15,103,421,238,-1,350,517,80,234,81,497,68,268,350,119,429,0,31,19,0,3,0,1,1,1,0,8,3,0,1,0,0,1,0,0
KOREA,887,80,517,145,12,78,120,-1,429,55,876,163,246,15,235,429,555,350,-1,103,0,28,37,1,1,2,0,2,0,0,4,8,1,0,1,1,0,1,1
KOREA,68,131,246,157,111,142,887,895,119,23,79,64,91,81,201,103,221,429,119,236,0,24,1,0,1,0,0,2,0,0,8,0,2,0,0,0,1,0,0
KOREA,69,62,105,236,267,24,119,-1,68,7,887,80,517,81,43,163,-1,777,234,429,1,5,22,1,0,1,1,0,1,1,0,2,2,0,0,2,0,0,1
KOREA,150,131,238,15,555,58,163,517,246,-1,84,78,127,221,350,429,119,-1,80,-1,0,18,11,0,2,0,0,2,0,0,5,1,0,1,0,2,0,0,0
KOREA,113,234,112,15,350,246,887,-1,429,163,266,80,103,67,117,119,777,429,114,163,0,14,4,0,1,0,0,1,0,0,3,0,2,0,0,2,0,0,0
KOREA,268,234,517,119,111,429,80,163,164,-1,58,64,84,15,555,246,429,895,39,-1,0,42,24,0,3,1,1,1,1,1,10,4,0,2,0,0,2,0,0
KOREA,268,91,517,202,117,888,421,432,78,119,58,80,13,15,350,-1,555,-1,111,429,0,18,7,0,2,0,0,1,0,0,2,0,2,0,0,2,0,0,0
KOREA,887,59,711,15,16,-1,163,-1,-1,429,113,141,268,236,267,76,119,-1,777,91,0,14,27,0,1,2,1,0,1,0,1,7,1,0,1,1,0,1,1
KOREA,23,80,13,360,111,119,429,238,41,350,69,517,104,236,267,119,-1,112,163,429,0,57,24,0,2,1,1,1,1,0,9,3,0,1,0,0,1,0,0
KOREA,887,234,7,523,223,55,429,107,-1,119,150,80,711,15,555,517,246,777,236,119,1,18,17,0,3,0,0,2,0,0,10,2,0,1,0,0,2,0,0
KOREA,41,80,142,67,497,350,7,30,133,111,36,104,517,89,360,20,163,888,234,166,0,35,18,1,0,4,0,2,0,0,8,3,0,1,0,0,1,0,0
KOREA,121,62,711,429,44,163,432,-1,15,91,887,78,777,81,43,-1,235,238,58,236,0,31,25,1,2,2,0,1,1,1,7,4,1,0,1,0,2,0,0
KOREA,58,76,517,15,555,887,236,-1,523,105,150,234,13,895,350,39,429,-1,221,119,0,24,13,1,2,1,0,1,1,1,5,4,0,1,0,0,1,0,0
KOREA,79,64,875,15,43,268,7,887,350,78,13,59,103,236,267,119,58,105,429,887,1,13,34,1,0,3,1,0,1,1,2,10,1,0,1,1,0,1,1
KOREA,84,234,134,81,43,555,429,895,91,15,887,78,7,221,350,268,163,55,119,157,1,15,30,1,3,2,0,2,0,1,5,6,0,1,0,1,0,1,1
KOREA,41,78,84,15,117,68,119,-1,888,429,268,64,517,221,350,429,163,-1,-1,13,1,13,21,1,0,2,0,1,1,0,4,4,1,0,1,2,0,0,1
KOREA,41,104,84,221,111,30,350,78,555,-1,887,80,268,236,267,429,-1,163,119,895,1,38,30,1,1,3,1,0,2,1,9,6,0,1,2,1,3,1,0
KOREA,887,234,103,429,412,221,80,-1,-1,-1,58,163,111,236,268,888,91,-1,15,119,1,44,20,0,3,0,0,2,0,0,10,1,0,2,0,0,2,0,0
KOREA,234,166,163,429,888,777,119,221,895,150,41,30,110,236,267,221,200,91,-1,78,1,13,22,1,1,2,0,2,0,0,3,3,2,0,0,2,0,0,1
KOREA,517,163,777,222,223,7,429,23,221,22,92,91,84,523,888,429,142,895,58,119,1,39,36,1,3,2,0,2,0,0,9,6,1,1,1,1,1,1,0
KOREA,41,78,268,22,888,142,119,429,68,147,84,200,777,236,267,-1,-1,-1,-1,-1,0,31,25,1,2,2,1,0,2,1,8,6,0,1,0,0,1,1,0
KOREA,102,200,103,119,888,235,30,236,24,268,41,48,7,81,22,429,777,23,236,221,1,6,20,1,0,2,1,0,2,1,0,3,2,0,0,2,0,0,1
KOREA,516,48,112,81,350,429,111,223,41,221,68,91,13,157,254,236,429,7,268,360,0,51,44,0,4,1,1,0,2,1,9,7,1,0,2,1,2,1,0
KOREA,79,234,50,157,526,360,236,221,-1,429,887,62,517,145,497,223,134,-1,107,200,1,8,20,1,0,2,1,0,2,1,1,5,2,0,0,2,0,0,1
KOREA,10,64,268,429,117,235,246,24,221,163,887,91,777,523,888,-1,236,-1,221,-1,1,18,9,0,2,0,0,1,0,0,2,1,2,0,0,2,0,0,0
KOREA,79,48,268,221,432,-1,62,39,236,-1,41,78,127,29,350,55,42,-1,64,-1,1,30,18,0,3,1,0,2,0,0,7,2,1,0,1,0,1,0,0
KOREA,41,79,268,29,555,429,223,-1,91,-1,104,64,13,523,497,236,142,126,103,221,1,27,17,1,1,1,1,0,2,1,5,2,2,0,0,2,0,0,0
KOREA,117,64,127,222,43,68,221,223,145,429,122,200,112,523,497,888,221,236,429,67,1,34,24,1,1,3,0,2,0,0,8,3,0,1,0,0,2,0,0
KOREA,68,64,112,22,888,429,81,221,23,223,113,62,142,235,44,200,236,429,-1,163,0,1,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0
KOREA,50,254,887,221,350,200,-1,55,68,41,27,234,103,235,62,10,236,157,429,200,0,4,18,1,0,1,0,1,0,1,0,2,2,0,0,2,0,0,1
KOREA,67,64,42,221,888,236,-1,268,86,-1,150,200,4,145,497,-1,236,7,114,429,1,1,14,1,1,1,1,0,1,1,1,4,2,0,0,2,0,0,1
KOREA,106,254,103,221,497,-1,236,-1,150,-1,41,104,68,29,888,-1,236,234,200,268,1,31,16,1,1,3,0,2,0,0,6,3,1,1,1,2,0,0,0
KOREA,68,163,14,523,555,-1,119,-1,238,10,246,76,777,235,223,41,236,62,-1,-1,1,3,15,1,0,1,1,0,1,1,0,2,2,0,0,2,0,0,1
KOREA,876,64,127,235,223,-1,86,30,268,888,887,163,246,81,44,221,268,-1,200,429,0,37,24,0,3,0,0,2,0,0,4,2,0,1,0,2,0,0,0
KOREA,150,106,517,221,497,55,-1,200,235,-1,68,64,103,145,89,236,23,888,200,429,0,19,12,0,1,1,1,1,1,1,5,3,2,0,0,2,0,0,0
KOREA,78,60,777,81,89,429,200,41,236,7,133,76,157,222,111,200,54,163,221,119,1,32,17,0,2,1,1,0,2,1,10,4,0,1,0,0,2,0,0
KOREA,54,163,157,119,111,35,200,68,-1,236,166,234,4,221,223,200,-1,64,24,-1,0,27,6,1,1,1,0,2,0,0,10,2,2,0,0,0,2,0,0
KOREA,106,127,200,119,497,888,35,221,62,24,79,246,103,235,223,64,236,122,76,111,1,4,20,1,0,1,1,0,1,1,0,3,2,0,0,2,0,0,1
