BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS
238,182,1125,481,436,1011,448,399,856,43,34,0,138,115,1108,13,4,66,137,87,1030,365.0,310.0,969.0,193,138,1020,298,259,965
224,177,737,86,69,621,382,321,1135,248,186,1172,84,52,666,13,4,66,753,690,1111,507.0,472.0,765.0,535,517,608,249,210,883
258,219,57,469,442,598,324,287,682,365,334,584,612,549,1192,13,4,66,350,291,717,166.0,135.0,646.0,722,681,696,6,5,32
228,156,1068,310,268,859,721,645,1272,159,109,823,612,549,1192,13,4,66,218,180,759,686.0,619.0,1255.0,227,162,1221,407,372,888
410,364,808,1129,1094,684,181,111,851,642,567,1422,363,325,775,13,4,66,307,220,1571,468.0,430.0,664.0,523,465,1274,262,205,1059
219,167,1119,101,76,1057,13,4,66,237,193,966,298,259,965,703,664,927,511,447,926,650.0,588.0,951.0,218,181,930,744,678,1315
13,4,66,589,538,1112,319,253,924,218,181,930,133,107,1007,134,110,860,229,179,29,414.0,398.0,942.0,667,620,902,744,678,1315
13,4,66,179,125,968,55,21,50,68,51,543,667,619,918,6,4,75,13,7,75,8.0,2.0,55.0,218,181,930,467,356,1691
625,578,858,6,5,74,65,44,435,150,122,939,485,462,654,13,4,66,160,117,855,8.0,2.0,55.0,16,8,62,407,372,888
558,520,857,5,12,38,319,253,924,418,372,883,177,106,1303,13,4,66,1011,973,696,625.0,578.0,858.0,454,388,1098,543,501,726
13,4,66,11,8,74,115,91,496,21,20,9,250,202,779,815,767,929,753,690,1111,625.0,578.0,858.0,174,116,1097,235,195,836
117,95,597,188,135,511,375,334,567,150,124,986,280,243,809,453,425,629,33,14,75,289.0,249.0,594.0,582,547,619,13,4,66
401,353,1036,151,97,1019,563,503,1025,642,567,1422,480,397,1457,13,4,66,511,447,926,16.0,4.0,57.0,555,489,1276,146,88,948
332,273,931,559,519,970,413,373,998,642,567,1422,6,5,32,13,4,66,310,268,859,331.0,289.0,886.0,2,9,83,177,106,1303
45,36,17,273,233,939,439,386,1046,25,18,100,485,462,654,13,4,66,432,375,1111,220.0,181.0,729.0,181,131,931,393,343,1032
13,4,66,370,309,1130,277,273,749,347,322,894,393,343,1032,171,118,946,319,258,1124,131.0,86.0,880.0,181,131,931,9,17,6
582,545,596,432,375,1111,448,399,856,146,111,829,13,4,66,385,334,798,1,4,66,25.0,18.0,100.0,454,388,1098,377,332,758
134,110,860,62,41,66,365,310,969,525,465,1001,8,6,57,13,4,66,80,34,354,432.0,391.0,868.0,25,18,100,483,431,1013
13,4,66,433,396,842,290,293,656,289,249,594,32,20,61,281,227,941,371,332,697,486.0,403.0,644.0,640,576,1204,258,220,808
300,245,1164,762,731,907,787,749,831,677,629,949,413,369,926,254,195,705,753,690,1111,650.0,588.0,951.0,452,412,932,552,499,1057
75,29,280,762,731,907,414,398,942,202,157,311,552,498,1074,295,260,707,753,690,1111,650.0,588.0,951.0,604,553,902,535,517,608
451,415,883,477,447,909,508,464,803,640,576,1204,552,498,1074,658,620,744,27,0,85,436.0,383.0,818.0,150,124,986,249,217,476
385,334,798,432,375,1111,639,596,902,546,499,1011,552,498,1074,124,74,933,523,465,1274,762.0,732.0,890.0,150,122,939,485,442,788
433,379,1006,139,103,1115,639,596,902,143,124,720,175,123,858,128,78,858,432,375,1111,288.0,252.0,860.0,954,910,1061,552,499,1057
118,77,799,272,169,718,226,183,432,444,416,567,497,456,893,332,273,931,147,114,978,929.0,886.0,766.0,374,351,771,552,499,1057
226,167,1073,318,285,626,18,16,59,150,111,652,552,498,1074,118,77,799,306,283,492,8.0,9.0,46.0,374,351,771,249,217,476
332,273,931,146,114,962,187,156,700,430,400,708,552,498,1074,298,242,929,478,448,908,423.0,389.0,812.0,43,32,106,640,576,1204
284,241,804,212,163,602,436,383,818,51,23,120,423,387,844,332,273,931,478,448,908,208.0,184.0,692.0,374,351,771,552,499,1057
206,183,670,589,538,1112,187,156,700,37,28,75,552,498,1074,284,243,772,196,150,723,436.0,383.0,818.0,42,34,75,423,389,812
306,271,1055,279,281,280,320,298,502,42,34,75,423,387,844,352,307,957,53,43,50,552.0,499.0,1057.0,374,351,771,293,280,432
432,391,868,196,149,739,31,38,78,20,1,57,467,356,1691,441,377,1067,265,209,1152,16.0,4.0,57.0,492,443,892,552,499,1057
10,3,4,477,447,909,369,335,642,492,443,892,238,209,558,142,98,763,573,535,739,34.0,35.0,4.0,314,295,697,552,499,1057
214,147,716,573,535,739,369,335,642,494,450,936,480,397,1457,142,98,763,371,332,697,344.0,319.0,486.0,136,107,1055,552,499,1057
815,767,929,304,251,739,209,170,301,112,69,466,552,498,1074,416,373,938,11,7,91,242.0,202.0,926.0,223,187,641,619,616,576
412,358,827,310,268,859,127,114,848,23,23,41,552,498,1074,658,620,744,176,123,1094,458.0,406.0,985.0,26,11,75,30,23,67
505,470,720,89,77,146,425,386,895,772,742,729,552,498,1074,582,545,596,762,732,890,650.0,588.0,951.0,179,171,691,21,23,7
118,85,794,1129,1094,684,302,265,867,677,645,634,552,498,1074,313,293,470,592,538,1160,218.0,189.0,658.0,312,262,962,480,448,937
373,340,709,271,223,860,441,377,1067,418,372,883,478,447,925,289,240,992,274,219,1273,552.0,499.0,1057.0,150,124,986,6,3,93
962,916,775,130,126,545,340,305,687,1089,1035,1008,494,450,936,18,16,59,147,114,978,10.0,1.0,47.0,469,430,906,552,499,1057
416,373,938,284,219,1146,414,398,942,439,386,1046,13,12,96,658,620,744,307,220,1571,320.0,253.0,940.0,150,124,986,121,95,906
401,353,1036,108,60,748,127,114,848,150,122,939,619,616,576,416,373,938,307,220,1571,432.0,401.0,640.0,179,171,691,485,442,788
451,415,883,108,60,748,110,59,1057,150,122,939,262,205,1059,401,353,1036,307,220,1571,127.0,114.0,848.0,136,107,1055,34,34,28
883,843,656,307,220,1571,145,110,658,375,350,621,63,59,58,298,242,929,374,332,968,136.0,107.0,1055.0,265,240,586,494,450,936
300,245,1164,179,125,968,397,351,959,439,386,1046,119,91,694,962,916,775,307,220,1571,221.0,172.0,886.0,677,645,634,530,489,941
332,273,931,307,220,1571,17,12,46,475,435,797,407,372,888,416,373,938,161,100,1262,190.0,172.0,1013.0,604,553,902,640,576,1204
300,245,1164,234,171,1169,439,386,1046,46,41,89,640,576,1204,171,118,946,307,220,1571,397.0,351.0,959.0,2,9,83,472,395,881
142,98,763,307,220,1571,116,101,736,105,78,695,221,223,767,228,156,1068,762,732,890,97.0,82.0,763.0,143,124,720,480,397,1457
451,415,883,195,143,947,273,234,757,150,124,986,480,397,1457,299,253,701,307,220,1571,7.0,6.0,75.0,375,350,621,121,95,906
224,177,737,234,171,1169,209,170,301,159,109,823,412,358,827,298,242,929,10,1,47,254.0,195.0,705.0,207,114,1703,31,25,75
224,177,737,13,10,50,20,26,50,202,157,311,37,37,47,18,16,59,396,358,951,259.0,240.0,553.0,344,319,486,307,274,548
332,273,931,559,519,970,150,107,618,544,510,764,381,336,842,224,177,737,195,143,947,414.0,398.0,942.0,136,102,626,151,114,715
224,177,737,61,43,543,249,210,883,224,199,740,150,114,719,486,403,644,18,14,87,5.0,3.0,0.0,193,138,1020,151,114,715
220,181,729,1129,1094,684,33,44,57,243,219,413,452,413,527,224,177,737,366,361,307,288.0,257.0,100.0,54,30,100,10,4,51
8,6,57,287,269,645,200,144,940,312,262,962,177,106,1303,224,177,737,194,149,447,19.0,11.0,100.0,343,273,1389,86,69,621
224,177,737,137,87,1030,394,359,860,257,208,945,142,104,1002,8,6,57,223,200,590,292.0,233.0,873.0,343,273,1389,86,69,621
224,177,737,465,409,1051,343,286,1010,132,108,947,293,229,933,134,110,860,310,268,859,357.0,317.0,638.0,173,140,1373,410,381,638
224,177,737,203,161,626,343,273,1389,159,137,837,433,379,1006,306,271,1055,511,447,926,11.0,8.0,74.0,158,115,947,277,255,675
224,177,737,139,103,1115,261,221,1024,30,19,91,396,373,116,433,379,1006,456,415,668,274.0,219.0,1273.0,801,774,632,530,489,941
127,85,541,327,294,530,276,248,505,546,499,1011,150,131,542,224,177,737,215,186,721,282.0,256.0,629.0,176,160,412,226,207,537
224,177,737,319,258,1124,799,788,521,218,191,733,220,184,815,416,373,938,432,375,1111,365.0,310.0,969.0,423,384,830,63,59,58
356,312,462,71,39,257,194,172,493,366,346,582,581,552,616,393,374,668,212,193,708,711.0,685.0,491.0,245,224,480,97,72,0
107,76,565,541,485,912,11,7,91,479,454,641,616,577,656,119,86,795,212,193,708,366.0,346.0,582.0,469,430,906,84,52,666
465,422,925,161,100,1262,261,221,1024,288,252,860,6,7,4,89,42,75,273,253,570,366.0,346.0,582.0,207,114,1703,298,259,965
107,76,565,172,135,716,357,328,912,174,160,378,327,303,593,323,282,886,1129,1094,684,366.0,346.0,582.0,276,227,701,327,274,675
277,245,621,133,121,368,328,290,459,549,523,511,209,197,366,224,200,436,209,170,301,366.0,346.0,582.0,190,155,357,23,13,20
17,11,100,228,181,246,111,72,347,187,155,308,414,378,642,40,25,14,26,21,100,366.0,346.0,582.0,248,227,489,426,373,507
475,465,385,259,240,553,266,239,313,12,21,34,317,294,493,247,194,781,487,456,499,366.0,346.0,582.0,385,356,473,181,148,616
607,588,527,191,184,698,128,92,642,112,69,466,150,131,542,457,386,1145,107,74,706,366.0,346.0,582.0,34,35,4,30,27,1
56,40,161,58,58,33,260,197,643,393,364,676,150,131,542,125,97,475,313,308,465,366.0,346.0,582.0,134,119,927,411,383,638
478,456,413,281,246,462,397,374,177,191,103,478,351,331,430,14,5,100,54,47,45,366.0,346.0,582.0,444,416,567,254,244,424
109,82,461,194,164,507,427,400,557,158,155,628,159,149,419,62,44,3,776,759,432,147.0,104.0,727.0,366,346,582,342,307,687
483,461,407,366,361,307,311,285,460,556,535,375,354,336,305,38,23,4,13,6,23,366.0,346.0,582.0,241,216,447,376,351,380
118,85,794,287,269,645,826,793,829,357,278,1428,163,135,639,33,15,80,289,240,992,366.0,346.0,582.0,650,588,951,327,274,675
24,13,7,573,535,739,366,346,582,42,34,75,326,278,928,582,545,596,170,144,604,787.0,749.0,831.0,20,10,28,493,452,672
225,208,397,324,278,571,366,346,582,155,147,557,74,62,407,201,158,747,9,6,1,212.0,170.0,345.0,810,762,576,20,13,28
193,158,548,508,464,803,366,346,582,265,243,499,616,577,656,131,111,633,799,788,521,102.0,46.0,343.0,278,257,506,414,398,942
20,20,87,230,180,565,929,886,766,38,36,0,709,686,437,687,651,700,848,813,535,366.0,346.0,582.0,155,147,557,382,363,359
289,240,992,573,535,739,209,170,301,206,114,1687,99,106,37,34,21,30,264,227,847,366.0,346.0,582.0,134,119,927,30,23,67
51,47,24,136,119,336,366,346,582,11,1,1,48,29,50,221,180,532,277,246,672,301.0,278.0,504.0,109,92,560,3,7,15
221,180,532,136,119,336,366,346,582,11,16,38,226,207,537,658,620,744,419,378,465,408.0,372.0,788.0,722,681,696,268,238,717
24,5,53,631,598,538,536,479,486,44,42,67,135,107,444,36,28,100,307,260,661,186.0,151.0,507.0,178,153,409,224,200,436
36,28,100,83,53,351,369,335,642,25,21,1,807,770,1008,173,140,1373,70,44,234,298.0,277.0,589.0,443,416,629,57,64,49
15,17,73,269,223,1044,851,821,510,102,46,343,18,9,80,36,28,100,161,90,536,222.0,198.0,494.0,194,147,908,31,25,75
385,363,586,32,10,23,108,120,504,541,512,481,36,34,75,36,28,100,26,21,100,107.0,73.0,563.0,10,4,100,300,294,515
962,916,775,76,48,46,226,168,932,344,323,641,176,148,972,36,28,100,10,1,47,357.0,278.0,1428.0,319,287,804,301,266,755
36,28,100,11,7,91,794,760,727,40,14,75,10,1,47,31,36,0,256,209,725,258.0,235.0,602.0,118,101,592,301,266,755
36,28,100,15,11,100,794,760,727,12,21,34,27,21,27,10,3,4,256,209,725,426.0,392.0,589.0,582,547,619,109,74,464
8,8,82,33,14,75,194,172,493,475,435,797,154,127,387,36,28,100,541,485,912,229.0,206.0,534.0,330,292,443,278,252,666
36,28,100,438,399,625,446,417,451,351,318,454,316,284,703,404,380,506,776,759,432,101.0,110.0,295.0,471,456,466,154,127,387
117,120,41,297,295,48,151,149,15,329,306,68,36,28,100,64,67,32,57,54,32,,,,7,7,73,9,8,24
208,181,530,343,298,772,113,87,50,375,350,621,317,294,493,36,28,100,93,66,439,335.0,271.0,1007.0,9,5,90,411,383,638
36,28,100,438,399,625,262,239,551,375,350,621,150,114,719,486,403,644,261,218,742,211.0,170.0,789.0,393,364,676,678,651,629
268,259,452,126,108,437,526,499,593,261,247,305,148,121,348,36,28,100,105,86,486,15.0,24.0,62.0,146,114,519,379,366,474
36,28,100,448,399,856,52,57,100,517,486,748,346,314,568,339,296,754,646,614,687,436.0,412.0,560.0,34,35,4,555,535,487
36,28,100,76,78,86,318,226,488,174,160,378,10,11,84,228,205,543,8,14,1,13.0,11.0,48.0,743,731,261,346,314,568
261,231,499,130,126,545,221,180,532,140,134,351,447,424,430,36,28,100,161,90,536,537.0,530.0,239.0,37,47,35,268,233,732
261,231,499,303,240,316,225,195,491,562,535,536,20,9,16,36,28,100,82,55,305,282.0,250.0,614.0,111,70,423,137,107,526
268,259,452,126,108,437,121,90,253,375,338,752,695,646,677,36,28,100,13,4,1,224.0,199.0,740.0,584,542,480,184,137,431
883,843,656,219,200,426,243,237,169,570,546,371,359,330,255,36,28,100,13,6,23,110.0,78.0,248.0,515,504,401,177,164,378
151,149,15,117,120,41,36,28,100,297,295,48,53,52,14,12,15,87,209,194,13,5.0,1.0,84.0,5,4,4,92,100,0
75,29,280,111,78,761,439,386,1046,159,109,823,96,74,964,373,340,709,592,538,1160,425.0,386.0,895.0,347,275,1236,69,47,127
75,29,280,753,690,1111,650,588,951,535,517,608,744,678,1315,962,916,775,592,538,1160,239.0,176.0,1198.0,190,172,1013,298,259,965
416,373,938,589,538,1112,650,588,951,451,412,915,640,576,1204,558,520,857,147,114,978,686.0,619.0,1255.0,642,567,1422,484,443,937
378,352,770,196,149,739,721,645,1272,517,486,748,437,403,669,298,242,929,592,538,1160,379.0,323.0,1166.0,34,35,4,619,616,576
187,156,700,51,37,55,163,160,507,14,13,93,494,450,936,448,426,521,592,538,1160,362.0,336.0,395.0,413,390,602,378,352,770
410,364,808,149,117,1100,330,303,620,143,124,720,472,429,884,142,98,763,592,538,1160,410.0,342.0,1009.0,136,107,1055,326,278,928
563,503,1025,333,273,1008,590,538,1128,193,158,548,413,369,926,45,36,17,284,219,1146,201.0,170.0,724.0,18,15,19,407,372,888
336,286,705,589,538,1112,621,594,617,549,523,511,181,148,616,123,83,1079,709,687,421,260.0,197.0,643.0,677,645,634,443,406,409
558,520,857,70,44,234,226,168,932,423,384,830,389,339,850,506,471,720,592,538,1160,371.0,346.0,388.0,344,286,1066,117,96,34
558,520,857,341,304,842,343,286,1010,640,576,1204,176,148,972,218,174,886,592,538,1160,328.0,274.0,925.0,525,465,1001,175,123,858
373,340,709,589,538,1112,263,209,1092,721,645,1272,423,387,844,558,520,857,432,375,1111,190.0,172.0,1013.0,18,15,19,640,576,1204
304,244,1119,335,271,1007,425,386,895,179,171,691,535,517,608,582,545,596,592,538,1160,127.0,114.0,848.0,660,624,728,782,669,1149
158,115,947,589,538,1112,263,209,1092,452,386,1094,398,369,750,31,38,78,416,341,1104,430.0,396.0,809.0,357,278,1428,744,678,1315
107,76,565,589,538,1112,758,713,748,100,84,613,418,372,883,416,373,938,90,77,175,254.0,217.0,803.0,355,298,922,327,274,675
306,271,1055,589,538,1112,97,82,763,99,69,1201,494,450,936,629,602,678,333,273,1008,101.0,76.0,1057.0,454,388,1098,612,549,1192
46,21,34,589,538,1112,794,760,727,143,124,720,881,848,765,153,129,623,265,209,1152,16.0,16.0,23.0,240,185,975,552,499,1057
145,95,931,603,579,531,650,588,951,525,465,1001,612,549,1192,10,3,4,592,538,1160,670.0,635.0,730.0,357,278,1428,449,403,901
142,98,763,151,111,750,97,82,763,677,629,949,414,398,942,670,635,730,592,538,1160,44.0,26.0,1.0,170,135,605,99,69,1201
670,635,730,104,73,547,432,401,640,179,171,691,365,334,584,71,66,65,207,114,1703,546.0,525.0,496.0,77,60,298,105,79,490
558,520,857,19,13,100,110,59,1057,216,168,1039,744,678,1315,362,313,898,304,251,739,357.0,278.0,1428.0,207,114,1703,439,412,584
29,14,0,108,60,748,432,391,868,144,103,990,929,886,766,298,242,929,207,114,1703,403.0,366.0,811.0,194,168,556,437,395,874
451,415,883,122,86,859,145,110,658,115,100,712,744,678,1315,202,162,551,18,14,87,236.0,177.0,1107.0,207,114,1703,542,504,899
197,145,1075,481,436,1011,343,286,1010,423,384,830,211,171,842,218,174,886,70,44,234,625.0,578.0,858.0,207,114,1703,170,162,523
4,6,54,206,114,1687,408,372,788,535,517,608,807,770,1008,412,358,827,541,485,912,357.0,278.0,1428.0,159,109,823,619,616,576
629,602,678,264,227,847,369,335,642,660,624,728,467,356,1691,299,253,701,207,114,1703,593.0,537.0,1033.0,148,102,619,695,646,677
3,3,17,335,271,1007,627,567,1126,275,236,996,61,43,543,962,916,775,456,413,909,413.0,373.0,998.0,207,114,1703,11,8,80
323,282,886,226,183,432,394,359,860,30,19,91,552,498,1074,254,217,803,207,114,1703,357.0,328.0,912.0,711,685,491,32,20,61
416,373,938,335,271,1007,226,183,432,546,499,1011,298,259,965,227,167,1090,207,114,1703,342.0,307.0,688.0,7,5,68,552,499,1057
107,76,565,330,303,620,198,149,824,544,495,1187,437,395,874,284,243,772,248,196,1130,439.0,386.0,1046.0,347,322,894,334,297,706
218,174,886,335,271,1007,5,0,99,181,131,931,220,184,815,544,495,1187,470,423,871,22.0,11.0,45.0,36,26,79,14,2,75
75,29,280,469,442,598,211,170,789,25,21,1,297,254,793,544,495,1187,83,53,351,188.0,135.0,511.0,155,138,558,4,7,85
46,30,21,215,181,75,414,398,942,206,114,1687,30,23,67,451,415,883,4,7,65,242.0,202.0,926.0,544,495,1187,530,489,941
111,72,347,799,788,521,86,43,284,544,495,1187,113,98,684,227,167,1090,171,136,600,165.0,112.0,736.0,772,742,729,133,107,1007
649,602,810,441,377,1067,31,38,78,544,495,1187,807,770,1008,261,186,1367,357,326,620,721.0,646.0,1256.0,144,122,645,695,646,677
388,330,800,206,114,1687,359,316,618,351,318,454,678,651,629,184,140,780,762,732,890,16.0,8.0,62.0,544,495,1187,359,336,411
156,129,1086,194,149,447,357,278,1428,153,104,458,138,115,1108,289,240,992,762,732,890,721.0,646.0,1256.0,544,495,1187,6,5,32
300,245,1164,278,234,935,158,115,947,650,588,951,20,10,28,401,353,1036,432,375,1111,508.0,464.0,803.0,544,495,1187,396,347,1009
332,273,931,298,265,677,312,254,1001,544,495,1187,543,501,726,815,767,929,15,4,45,508.0,464.0,803.0,525,465,1001,437,395,874
194,149,837,410,342,1009,529,485,818,544,495,1187,133,107,1007,792,729,1019,207,157,1003,422.0,375.0,883.0,667,620,902,334,297,706
194,149,837,410,342,1009,530,489,941,677,629,949,323,283,787,506,471,720,249,222,898,416.0,373.0,938.0,397,362,776,544,495,1187
428,381,617,1,4,66,334,307,636,142,104,1002,414,398,942,507,472,765,4,7,65,772.0,742.0,729.0,544,495,1187,346,314,568
428,381,617,39,27,1,397,366,570,772,742,729,30,23,67,32,27,46,414,398,942,254.0,207.0,853.0,544,495,1187,9,8,73
6,4,75,2,3,11,28,32,75,544,495,1187,3,3,50,306,271,1055,288,230,965,37.0,23.0,168.0,1089,1035,1008,293,229,933
397,362,738,80,34,354,208,168,767,257,208,945,20,3,1,506,471,720,762,732,890,544.0,495.0,1187.0,23,23,41,705,663,933
202,163,668,112,116,346,221,180,532,266,224,1515,447,424,430,544,495,1187,592,538,1160,541.0,485.0,912.0,150,111,652,371,332,697
352,307,957,265,209,1152,563,503,1025,544,495,1187,206,161,865,3,3,17,328,274,925,762.0,732.0,890.0,25,18,100,138,115,1108
3,3,17,265,209,1152,113,84,1186,91,64,740,563,503,1025,237,183,1011,328,274,925,650.0,588.0,951.0,544,495,1187,138,115,1108
815,767,929,359,292,1268,113,84,1186,620,587,648,25,23,100,194,147,220,465,409,1051,261.0,221.0,1024.0,544,495,1187,437,374,1003
197,145,1075,410,342,1009,145,110,658,344,286,1066,0,5,0,593,537,1033,51,37,55,721.0,646.0,1256.0,298,249,939,23,23,0
416,373,938,18,14,87,319,253,924,140,99,924,254,195,705,962,916,775,100,46,100,315.0,281.0,794.0,344,286,1066,381,336,842
298,242,929,436,383,818,131,86,880,344,286,1066,63,59,58,962,916,775,400,333,937,227.0,184.0,919.0,18,15,19,377,332,758
298,242,929,374,332,968,292,233,873,344,286,1066,258,215,839,23,21,54,284,219,1146,16.0,16.0,23.0,375,350,621,84,52,666
410,364,808,70,44,234,190,172,1013,150,122,939,258,215,839,498,463,795,161,100,1262,320.0,253.0,940.0,344,286,1066,437,395,874
197,145,1075,4,2,67,127,114,848,344,286,1066,181,111,851,362,313,898,161,100,1262,555.0,489.0,1276.0,193,138,1020,407,372,888
323,282,886,753,690,1111,487,411,1242,91,64,740,807,770,1008,105,78,695,27,0,85,406.0,367.0,777.0,344,286,1066,300,260,772
385,334,798,221,172,886,430,400,708,492,443,892,7,3,1,18,20,90,33,12,78,436.0,383.0,818.0,344,286,1066,9,17,6
173,140,1373,304,273,685,394,359,860,209,170,301,389,339,850,506,471,720,28,18,55,430.0,400.0,708.0,344,286,1066,23,23,0
385,334,798,575,538,874,397,351,959,344,286,1066,301,266,755,962,916,775,61,43,543,721.0,646.0,1256.0,23,23,41,483,431,1013
385,334,798,61,43,543,397,351,959,801,774,632,176,148,972,239,199,905,575,538,874,181.0,131.0,931.0,344,286,1066,9,17,6
202,163,668,400,333,937,448,399,856,344,286,1066,30,23,67,401,353,1036,575,538,874,101.0,76.0,1057.0,423,384,830,483,431,1013
507,472,765,13,4,1,169,160,880,5,7,100,552,498,1074,428,381,617,141,106,662,299.0,270.0,702.0,344,286,1066,122,103,460
128,78,858,280,248,795,639,596,902,711,685,491,190,155,194,506,471,720,508,464,803,538.0,517.0,561.0,344,286,1066,552,499,1057
382,329,716,147,143,641,555,489,1276,772,742,729,159,149,419,276,235,384,61,43,543,376.0,349.0,691.0,344,286,1066,54,30,429
298,242,929,389,379,668,224,199,740,274,231,554,222,206,7,268,259,452,105,86,486,344.0,286.0,1066.0,253,229,544,84,70,91
428,381,617,374,332,968,278,234,935,344,286,1066,227,162,1221,156,129,1086,753,690,1111,787.0,749.0,831.0,18,15,19,177,106,1303
226,167,1073,762,731,907,486,403,644,25,18,100,19,17,61,158,115,947,333,273,1008,436.0,383.0,818.0,344,286,1066,365,334,584
441,408,753,341,304,842,525,465,1001,423,384,830,34,34,28,284,245,807,212,163,602,493.0,442.0,966.0,344,286,1066,494,450,936
202,163,668,18,14,87,377,332,758,237,193,966,262,205,1059,247,194,781,523,465,1274,787.0,749.0,831.0,16,4,57,220,184,815
410,364,808,1011,973,696,672,632,846,186,148,862,175,117,1215,451,415,883,100,46,100,787.0,749.0,831.0,525,465,1001,96,74,964
168,116,1086,541,485,912,190,172,1013,150,122,939,96,74,964,385,334,798,161,100,1262,16.0,4.0,57.0,547,499,1026,744,678,1315
660,618,892,4,10,76,508,464,803,159,109,823,327,274,675,75,29,280,11,7,11,16.0,4.0,57.0,150,122,939,121,95,906
352,307,957,4,10,76,75,29,280,458,406,985,363,325,775,110,59,1057,194,149,447,16.0,4.0,57.0,186,162,721,175,117,1215
298,242,929,234,171,1169,672,632,846,20,1,57,42,34,75,245,194,989,8,12,0,616.0,559.0,939.0,492,443,892,484,443,937
405,318,978,315,281,794,672,632,846,20,1,57,372,326,704,204,165,20,104,73,547,206.0,143.0,535.0,487,411,1242,449,403,901
658,620,744,508,464,803,357,328,912,217,189,1066,381,336,842,451,415,883,343,298,772,16.0,4.0,57.0,547,499,1026,423,389,812
173,140,1373,330,303,620,259,240,553,112,69,466,582,545,596,607,588,527,56,23,37,16.0,4.0,57.0,216,168,1039,69,47,127
158,115,947,177,169,570,479,454,641,155,147,557,453,440,499,4,6,54,346,311,768,16.0,4.0,57.0,16,12,100,154,127,387
451,415,883,50,25,17,232,207,519,479,454,641,29,18,54,4,6,54,329,283,752,16.0,4.0,57.0,381,336,842,363,325,775
330,294,713,577,561,401,504,466,590,22,17,28,74,62,652,562,537,672,672,632,846,471.0,456.0,466.0,253,229,544,13,8,26
118,86,778,13,4,1,672,632,846,34,21,30,423,387,844,330,294,713,799,788,521,826.0,793.0,829.0,642,567,1422,9,17,6
330,294,713,312,254,1001,672,632,846,451,412,915,121,95,906,227,167,1090,295,233,964,18.0,15.0,19.0,544,510,764,142,104,1002
389,379,668,261,218,742,255,228,481,660,624,728,414,398,942,288,255,652,761,725,661,16.0,4.0,57.0,375,350,621,542,504,899
5,12,38,265,209,1152,672,632,846,240,185,975,324,292,632,416,373,938,227,176,647,277.0,273.0,749.0,18,15,19,113,100,415
962,916,775,351,302,939,672,632,846,100,70,564,298,259,965,352,307,957,295,233,964,277.0,273.0,749.0,236,189,973,151,114,715
962,916,775,575,538,874,672,632,846,642,567,1422,472,429,884,401,353,1036,386,348,866,365.0,310.0,969.0,136,107,1055,612,549,1192
